from,to,weight
CD:204381,CP:2334125,0.0
CD:191923,CP:2334148,0.25
CO:253,CP:2334160,1.0
CO:253,CP:2334161,0.75
CO:253,CP:2334162,1.0
CO:78,CP:2334164,0.75
CD:160592,CP:2334172,0.25
CO:253,CP:2334203,0.25
CD:204572,CP:2334216,0.0
CD:197438,CP:2334217,0.25
CD:197438,CP:2334218,0.0
CD:219599,CP:2334221,0.0
CD:219599,CP:2334222,0.25
CD:204384,CP:2334223,0.25
CD:204384,CP:2334224,0.25
CD:204528,CP:2334227,0.25
CD:141411,CP:2334233,0.25
CD:160510,CP:2334237,0.25
CD:72442,CP:2334253,0.0
CD:204411,CP:2334261,0.25
CD:204441,CP:2334264,0.25
CD:160666,CP:2334265,0.25
CD:214865,CP:2334270,0.25
CO:80,CP:2334279,1.0
CD:204383,CP:2334281,0.0
CD:204391,CP:2334282,0.25
CD:204391,CP:2334284,0.25
CD:204391,CP:2334285,0.25
CD:204391,CP:2334286,0.25
CD:204572,CP:2334290,0.25
CD:204391,CP:2334294,0.25
CD:219599,CP:2334322,0.0
CO:253,CP:2334346,0.25
CD:219599,CP:2334357,0.25
CD:116379,CP:2334361,0.25
CO:253,CP:2334372,0.0
CD:204391,CP:2334374,0.25
CD:204391,CP:2334375,0.25
CD:204391,CP:2334377,0.25
CD:72442,CP:2334384,0.25
CD:178881,CP:2334388,0.0
CD:141513,CP:2334419,0.25
CD:141434,CP:2334425,0.25
CD:205476,CP:2334455,0.0
CD:178925,CP:2334457,0.25
CD:178876,CP:2334458,0.25
CD:204381,CP:2334459,0.0
CD:141411,CP:2334460,0.25
CO:78,CP:2334476,0.75
CO:78,CP:2334477,0.75
CO:253,CP:2334478,0.0
CO:78,CP:2334479,0.75
CO:78,CP:2334480,0.75
CO:78,CP:2334482,0.75
CD:105534,CP:2334535,0.25
CD:141470,CP:2334544,0.25
CD:160600,CP:2334560,0.25
CD:219585,CP:2334625,0.0
CD:160570,CP:2334646,0.25
CD:204380,CP:2334648,0.0
CD:204466,CP:2334671,0.25
CD:204564,CP:2334679,0.25
CD:204564,CP:2334680,0.25
CD:73788,CP:2334712,0.0
CD:204572,CP:2334724,0.0
CD:141555,CP:2334736,0.25
CD:62881,CP:2334749,0.0
CD:133439,CP:2334753,0.0
CD:204381,CP:2334772,0.25
CD:204381,CP:2334773,0.0
CD:204455,CP:2334780,0.25
CD:204384,CP:2334781,0.25
CD:204384,CP:2334782,0.25
CD:178916,CP:2334784,0.0
CD:204513,CP:2334802,0.25
CD:204513,CP:2334803,0.25
CD:204513,CP:2334804,0.25
CD:204513,CP:2334805,0.25
CD:204513,CP:2334806,0.0
CD:204513,CP:2334807,0.25
CD:204513,CP:2334808,0.25
CD:160542,CP:2334810,0.0
CD:219585,CP:2334818,0.0
CD:219585,CP:2334819,0.25
CO:253,CP:2334820,1.0
CD:164359,CP:2334821,0.25
CD:204556,CP:2334829,0.25
CD:204426,CP:2334854,0.25
CD:141488,CP:2334855,0.25
CD:219599,CP:2334859,0.0
CD:178887,CP:2334924,0.25
CD:178887,CP:2334925,0.25
CD:178887,CP:2334926,0.25
CD:178887,CP:2334928,0.25
CD:178887,CP:2334929,0.25
CD:178887,CP:2334930,0.25
CD:178887,CP:2334931,0.25
CD:204544,CP:2334932,0.25
CD:204544,CP:2334933,0.25
CD:204544,CP:2334934,0.25
CD:204491,CP:2334936,0.0
CD:204544,CP:2334937,0.25
CD:204572,CP:2334940,0.0
CD:204570,CP:2334950,0.0
CD:204570,CP:2334952,0.25
CD:204570,CP:2334953,0.25
CD:178921,CP:2334964,0.25
CD:160545,CP:2334965,0.0
CD:204365,CP:2334973,0.0
CD:62881,CP:2334974,0.25
CD:204391,CP:2334977,0.0
CD:204391,CP:2334978,0.25
CD:204391,CP:2334979,0.25
CD:204391,CP:2334980,0.0
CD:204513,CP:2334981,0.25
CD:204538,CP:2334982,0.25
CD:204377,CP:2334983,0.25
CD:152610,CP:2334984,0.25
CO:80,CP:2334985,1.0
CO:57,CP:2334986,1.0
CO:101131,CP:2334987,1.0
CO:80,CP:2334988,1.0
CO:57,CP:2334989,1.0
CD:204566,CP:2334991,0.0
CD:204528,CP:2334996,0.25
CD:204477,CP:2335001,0.0
CO:80,CP:2335002,0.25
CD:204535,CP:2335003,0.25
CD:204384,CP:2335004,0.25
CD:204384,CP:2335005,0.25
CD:204384,CP:2335006,0.25
CD:204384,CP:2335007,0.25
CD:160640,CP:2335008,0.25
CD:141411,CP:2335014,0.25
CD:204455,CP:2335016,0.0
CD:178970,CP:2335023,0.0
CD:204410,CP:2335035,0.25
CD:204391,CP:2335037,0.25
CD:204391,CP:2335038,0.25
CD:204391,CP:2335039,0.25
CD:220008,CP:2335041,0.25
CD:204473,CP:2335042,0.25
CD:204541,CP:2335043,0.25
CD:66179,CP:2335044,0.0
CD:204415,CP:2335048,0.25
CO:253,CP:2335059,1.0
CD:204573,CP:2335070,0.25
CD:204352,CP:2335079,0.25
CD:204383,CP:2335091,0.25
CD:204528,CP:2335092,0.25
CD:204426,CP:2335093,0.25
CD:204488,CP:2335094,0.25
CD:204566,CP:2335095,0.25
CD:214865,CP:2335097,0.25
CD:214865,CP:2335098,0.25
CD:204391,CP:2335100,0.0
CD:204391,CP:2335101,0.25
CD:204391,CP:2335102,0.25
CD:204391,CP:2335103,0.25
CD:204381,CP:2335111,0.25
CD:160598,CP:2335124,0.25
CD:73486,CP:2335125,0.25
CD:204448,CP:2335127,0.0
CD:204478,CP:2335138,0.25
CD:204365,CP:2335140,0.25
CD:160542,CP:2335147,0.25
CO:253,CP:2335150,0.25
CO:253,CP:2335151,0.75
CD:204383,CP:2335152,0.25
CD:191923,CP:2335158,0.0
CD:141470,CP:2335163,0.25
CD:204391,CP:2335173,0.25
CD:204391,CP:2335174,0.25
CD:204391,CP:2335175,0.0
CD:204391,CP:2335176,0.0
CD:204352,CP:2335178,0.25
CD:219592,CP:2335183,0.0
CD:204415,CP:2335184,0.25
CD:204506,CP:2335185,0.5
CD:204573,CP:2335188,0.25
CD:178829,CP:2335189,0.0
CD:178931,CP:2335190,0.25
CD:178884,CP:2335191,0.25
CD:214865,CP:2335193,0.25
CD:160542,CP:2335194,0.25
CD:116379,CP:2335196,0.25
CD:215044,CP:2335197,0.0
CD:204415,CP:2335205,0.25
CD:204518,CP:2335210,0.25
CD:141421,CP:2335222,0.25
CD:204426,CP:2335223,0.25
CD:160542,CP:2335224,0.0
CD:73466,CP:2335225,0.0
CD:133439,CP:2335226,0.0
CD:178981,CP:2335227,0.0
CD:204572,CP:2335230,0.25
CD:204541,CP:2335232,0.25
CD:204387,CP:2335233,0.25
CD:204415,CP:2335234,0.25
CD:204448,CP:2335237,0.25
CD:204391,CP:2335239,0.25
CD:204391,CP:2335240,0.25
CD:204391,CP:2335241,0.25
CD:204391,CP:2335242,0.25
CD:219599,CP:2335244,0.25
CD:178876,CP:2335245,0.25
CD:214865,CP:2335250,0.25
CD:214865,CP:2335252,0.25
CD:219568,CP:2335257,0.25
CD:219568,CP:2335258,0.0
CD:219568,CP:2335259,0.25
CD:74376,CP:2335264,0.25
CO:78,CP:2335266,0.75
CD:204524,CP:2335289,0.0
CD:204524,CP:2335291,0.25
CD:204524,CP:2335292,0.25
CD:204557,CP:2335296,0.0
CD:178924,CP:2335304,0.25
CD:204480,CP:2335319,0.25
CD:73788,CP:2335321,0.0
CD:204388,CP:2335327,0.25
CD:204388,CP:2335328,0.25
CD:74283,CP:2335343,0.0
CD:204471,CP:2335347,0.25
CD:204460,CP:2335354,0.0
CD:219599,CP:2335359,0.25
CD:74262,CP:2335360,0.0
CD:204495,CP:2335365,0.25
CD:160570,CP:2335366,0.25
CD:204437,CP:2335397,0.25
CD:139285,CP:2335400,0.25
CD:73441,CP:2335421,0.25
CD:204483,CP:2335477,0.25
CD:160592,CP:2335499,0.25
CD:160592,CP:2335503,0.25
CD:178970,CP:2335504,0.25
CO:78,CP:2335510,0.75
CD:204471,CP:2335513,0.25
CD:160592,CP:2335523,0.25
CD:204439,CP:2335525,0.25
CD:204439,CP:2335526,0.0
CD:204439,CP:2335527,0.25
CD:204439,CP:2335528,0.0
CD:204572,CP:2335554,0.0
CD:204437,CP:2335562,0.0
CD:160517,CP:2335577,0.25
CD:204494,CP:2335584,0.25
CD:122466,CP:2335590,0.0
CD:122466,CP:2335596,0.0
CD:204391,CP:2335611,0.25
CD:204391,CP:2335612,0.25
CD:204391,CP:2335613,0.25
CD:204473,CP:2335617,0.0
CD:204421,CP:2335621,0.25
CO:253,CP:2335625,1.0
CO:253,CP:2335626,1.0
CO:253,CP:2335627,1.0
CO:253,CP:2335628,1.0
CO:253,CP:2335629,1.0
CO:253,CP:2335630,1.0
CO:253,CP:2335631,0.75
CO:253,CP:2335633,0.75
CO:253,CP:2335634,1.0
CO:253,CP:2335635,0.75
CD:204565,CP:2335639,0.0
CD:204544,CP:2335644,0.25
CD:204544,CP:2335645,0.25
CD:204544,CP:2335646,0.25
CD:204544,CP:2335647,0.25
CD:204544,CP:2335648,0.0
CD:204544,CP:2335649,0.25
CD:204544,CP:2335650,0.25
CD:204544,CP:2335651,0.25
CD:204544,CP:2335652,0.25
CD:204544,CP:2335653,0.0
CD:178884,CP:2335654,0.25
CD:204416,CP:2335664,0.25
CD:143632,CP:2335680,0.25
CD:204471,CP:2335681,0.25
CD:204376,CP:2335683,0.25
CD:204391,CP:2335685,0.25
CD:178928,CP:2335686,0.25
CD:160553,CP:2335693,0.25
CD:136811,CP:2335761,0.25
CD:160601,CP:2335776,0.25
CD:139285,CP:2335811,0.25
CD:139285,CP:2335812,0.25
CD:160632,CP:2335818,0.25
CD:204572,CP:2335822,0.0
CD:204472,CP:2335826,0.0
CD:74646,CP:2335855,0.25
CD:204536,CP:2335859,0.25
CD:74057,CP:2335861,0.25
CD:204525,CP:2335882,0.0
CD:74299,CP:2335931,0.0
CD:160604,CP:2335953,0.25
CD:122466,CP:2335963,0.25
CD:204415,CP:2336039,0.25
CD:204516,CP:2336064,0.25
CD:178954,CP:2336078,0.25
CD:204544,CP:2336084,0.25
CD:204439,CP:2336086,0.25
CD:204472,CP:2336098,0.25
CD:156190,CP:2336099,0.25
CD:204488,CP:2336111,0.25
CD:204415,CP:2336132,0.0
CD:160575,CP:2336149,0.0
CD:74060,CP:2336173,0.25
CD:141470,CP:2336181,0.25
CD:204391,CP:2336218,0.25
CD:204439,CP:2336219,0.25
CD:204391,CP:2336220,0.25
CD:204391,CP:2336221,0.25
CD:204391,CP:2336230,0.25
CD:204415,CP:2336264,0.25
CD:204536,CP:2336276,0.0
CD:191923,CP:2336277,0.25
CD:204466,CP:2336282,0.25
CD:74471,CP:2336283,0.25
CD:74283,CP:2336284,0.25
CD:204415,CP:2336313,0.25
CD:204519,CP:2336314,0.25
CD:122974,CP:2336317,0.25
CD:204483,CP:2336370,0.25
CD:160569,CP:2336381,0.25
CD:204479,CP:2336383,0.25
CD:204516,CP:2336387,0.0
CD:178854,CP:2336393,1.0
CD:160598,CP:2336404,1.0
CD:160666,CP:2336408,0.25
CD:178927,CP:2336414,0.25
CD:204391,CP:2336418,0.25
CD:204391,CP:2336419,0.0
CD:204516,CP:2336420,0.25
CD:160512,CP:2336423,0.25
CD:178873,CP:2336429,0.25
CD:204391,CP:2336430,0.25
CO:253,CP:2336439,1.0
CO:253,CP:2336440,1.0
CD:215044,CP:2336442,0.25
CD:74419,CP:2336446,0.0
CD:178933,CP:2336456,0.25
CD:204544,CP:2336457,0.0
CD:204517,CP:2336481,0.75
CD:73441,CP:2336484,0.5
CD:213274,CP:2336487,0.25
CD:213274,CP:2336488,0.0
CD:213274,CP:2336489,0.25
CD:213274,CP:2336490,0.25
CD:74398,CP:2336500,0.25
CD:73486,CP:2336501,0.25
CD:204536,CP:2336503,0.25
CD:204536,CP:2336504,0.25
CD:204536,CP:2336505,0.25
CD:204536,CP:2336507,0.25
CD:204572,CP:2336517,0.25
CD:178876,CP:2336519,0.25
CD:204544,CP:2336524,0.25
CD:204544,CP:2336525,0.25
CD:160569,CP:2336539,0.25
CD:204534,CP:2336549,1.0
CD:74784,CP:2336566,0.25
CD:204352,CP:2336567,0.25
CD:204544,CP:2336609,0.0
CD:204544,CP:2336610,0.25
CD:204544,CP:2336612,0.0
CD:204526,CP:2336613,0.0
CD:204433,CP:2336649,0.25
CD:141421,CP:2336680,0.25
CD:178989,CP:2336711,0.25
CD:204536,CP:2336765,0.25
CD:204536,CP:2336766,0.25
CD:204544,CP:2336770,0.25
CD:204544,CP:2336771,0.25
CD:204544,CP:2336772,0.0
CD:204544,CP:2336773,0.0
CD:204544,CP:2336774,0.25
CD:204494,CP:2336819,0.0
CD:160588,CP:2336847,0.25
CD:204536,CP:2336928,0.25
CD:204536,CP:2336929,0.25
CD:204389,CP:2336935,0.25
CD:178989,CP:2336950,0.25
CD:178933,CP:2336953,0.25
CD:160542,CP:2336955,0.25
CD:160632,CP:2336964,0.0
CD:90201,CP:2336987,0.25
CD:204557,CP:2337016,0.25
CD:73486,CP:2337151,0.25
CD:73486,CP:2337152,0.25
CD:122974,CP:2337172,0.25
CD:74273,CP:2337200,0.25
CD:220008,CP:2337214,0.25
CD:178876,CP:2337241,0.25
CD:141422,CP:2337246,1.0
CD:160559,CP:2337259,0.25
CD:204483,CP:2337268,0.25
CD:220008,CP:2337294,0.25
CD:204384,CP:2337413,0.25
CD:74044,CP:2337415,0.25
CD:141459,CP:2337417,0.25
CD:141450,CP:2337427,1.0
CD:197438,CP:2337434,0.25
CD:204411,CP:2337441,0.25
CD:204534,CP:2337452,0.25
CD:204534,CP:2337503,0.25
CD:204392,CP:2337504,0.0
CD:160575,CP:2337513,0.25
CD:204472,CP:2338514,0.25
CD:74165,CP:2338610,0.25
CO:78,CP:2338611,0.75
CD:204516,CP:2338624,0.25
CD:204526,CP:2338625,0.25
CD:204516,CP:2338626,0.25
CD:204516,CP:2338627,0.25
CD:204516,CP:2338628,0.25
CD:204437,CP:2338654,0.25
CD:204536,CP:2338659,0.0
CD:204449,CP:2338689,0.25
CD:160570,CP:2338692,0.25
CD:160570,CP:2338693,0.0
CD:204567,CP:2338695,0.25
CD:204567,CP:2338697,0.25
CD:204572,CP:2338698,0.25
CD:204544,CP:2338732,0.25
CD:204392,CP:2338737,0.0
CD:204482,CP:2338740,0.25
CD:215044,CP:2338753,0.25
CD:204544,CP:2338773,0.25
CD:204517,CP:2338803,0.25
CD:204517,CP:2338804,0.25
CD:204517,CP:2338805,0.0
CD:204517,CP:2338806,0.25
CO:253,CP:2338807,0.25
CD:136811,CP:2338837,0.25
CD:204384,CP:2338855,0.25
CD:204535,CP:2338858,0.5
CD:160758,CP:2338868,0.25
CD:141408,CP:2338870,0.0
CD:141408,CP:2338871,0.25
CD:141408,CP:2338872,0.25
CD:160559,CP:2338906,0.0
CD:197438,CP:2338917,0.25
CD:141470,CP:2338954,0.0
CD:141470,CP:2338955,0.0
CD:178972,CP:2338970,0.25
CD:160632,CP:2339036,0.25
CO:78,CP:2339106,0.75
CD:204572,CP:2339111,0.0
CD:204491,CP:2339408,0.25
CD:178977,CP:2339412,0.25
CD:204387,CP:2339424,0.0
CD:204387,CP:2339425,0.25
CD:204396,CP:2339433,0.25
CD:164360,CP:2339469,0.0
CD:204499,CP:2339470,0.25
CD:141555,CP:2339471,0.25
CD:204471,CP:2339490,0.5
CD:204499,CP:2339508,0.0
CD:74317,CP:2339523,0.25
CD:160517,CP:2339631,0.0
CD:204544,CP:2339632,0.25
CD:204519,CP:2339645,0.25
CD:179587,CP:2339647,0.25
CD:204573,CP:2339658,0.25
CD:204573,CP:2339661,0.25
CD:74270,CP:2339665,0.25
CD:204536,CP:2339699,0.25
CD:73692,CP:2339700,0.25
CD:204391,CP:2339730,0.25
CD:204391,CP:2339731,0.25
CD:204391,CP:2339732,0.0
CD:154178,CP:2339760,0.25
CD:178993,CP:2339798,0.25
CD:217480,CP:2339891,0.25
CD:178876,CP:2339897,0.25
CD:204381,CP:2339898,0.25
CD:191923,CP:2339903,0.25
CD:220648,CP:2339906,0.25
CD:204544,CP:2339959,0.25
CD:204541,CP:2339981,1.0
CD:204381,CP:2340001,0.25
CD:204572,CP:2340003,0.0
CD:204544,CP:2340300,0.25
CD:204544,CP:2340304,0.0
CO:253,CP:2340309,0.75
CD:204380,CP:2340373,0.25
CD:204511,CP:2340394,0.25
CD:204511,CP:2340395,0.25
CD:205550,CP:2340407,0.25
CD:137070,CP:2340455,0.0
CD:74848,CP:2340511,1.0
CD:204380,CP:2340532,0.5
CD:204538,CP:2340533,0.0
CD:178972,CP:2340540,0.25
CD:204412,CP:2340585,0.25
CD:204391,CP:2340596,0.0
CD:204392,CP:2340659,0.25
CD:204392,CP:2340660,0.0
CD:204392,CP:2340662,0.25
CD:74398,CP:2340715,0.25
CD:204392,CP:2340727,0.25
CD:141391,CP:2340732,0.25
CO:253,CP:2340737,0.25
CD:204519,CP:2340746,0.25
CD:204557,CP:2340771,0.25
CD:204384,CP:2340802,0.25
CD:204372,CP:2340806,0.25
CD:204372,CP:2340807,0.25
CD:204372,CP:2340825,0.25
CD:198197,CP:2340840,0.25
CD:204366,CP:2340844,0.25
CD:150418,CP:2340854,0.25
CD:160512,CP:2341047,0.5
CO:101131,CP:2341076,1.0
CD:204517,CP:2341099,0.25
CD:178989,CP:2341100,0.25
CD:178989,CP:2341101,0.0
CD:178989,CP:2341107,0.25
CD:178989,CP:2341115,0.25
CD:157130,CP:2341120,0.25
CD:178989,CP:2341122,0.25
CD:178972,CP:2341370,0.0
CD:157130,CP:2341444,0.25
CD:204466,CP:2341456,0.0
CD:215044,CP:2341457,0.25
CD:215044,CP:2341461,0.25
CD:188097,CP:2341537,0.0
CD:178873,CP:2341553,0.25
CD:204384,CP:2341569,0.25
CD:204384,CP:2341571,0.25
CD:204384,CP:2341572,0.25
CD:204491,CP:2341585,0.25
CD:141555,CP:2341650,0.25
CD:178962,CP:2341681,0.25
CD:171617,CP:2341686,0.25
CD:74158,CP:2341709,0.25
CO:78,CP:2341717,0.75
CO:78,CP:2341724,0.75
CO:78,CP:2341731,0.75
CD:204437,CP:2341733,0.25
CO:78,CP:2341737,0.75
CD:178962,CP:2341779,0.25
CD:141488,CP:2341785,0.25
CO:538490,CP:2341786,1.0
CD:220667,CP:2341800,0.25
CO:78,CP:2341862,0.75
CD:204472,CP:2341882,0.25
CO:82,CP:2341890,0.75
CD:178993,CP:2341925,0.25
CD:204536,CP:2341927,0.25
CD:178993,CP:2341929,0.25
CO:253,CP:2341955,0.25
CD:204466,CP:2341971,0.0
CD:74784,CP:2342034,0.25
CD:74459,CP:2342035,0.25
CD:74060,CP:2342039,0.25
CD:204536,CP:2342042,0.25
CD:213762,CP:2342100,0.25
CD:160570,CP:2342115,0.0
CD:160570,CP:2342116,0.25
CD:160570,CP:2342150,0.25
CO:101772,CP:2342228,1.0
CD:204388,CP:2342257,0.25
CD:178986,CP:2342277,0.25
CD:204379,CP:2342290,0.25
CD:73486,CP:2342658,0.0
CD:73486,CP:2342664,0.0
CD:73486,CP:2342744,0.25
CD:73486,CP:2342749,0.25
CD:73486,CP:2342753,0.25
CD:141401,CP:2342764,0.0
CD:178993,CP:2342791,0.25
CD:160570,CP:2342971,0.25
CD:178989,CP:2342981,0.25
CD:178989,CP:2342982,0.25
CD:178989,CP:2342985,0.25
CD:160518,CP:2342991,0.25
CD:204428,CP:2342996,0.0
CD:178876,CP:2343006,0.25
CD:204440,CP:2343016,0.25
CD:204440,CP:2343018,0.25
CD:204556,CP:2343020,0.25
CD:178987,CP:2343051,0.0
CD:204392,CP:2343067,0.25
CD:204392,CP:2343068,0.25
CD:204522,CP:2343070,0.25
CD:160598,CP:2343074,0.25
CO:101772,CP:2343079,1.0
CD:178873,CP:2343080,0.25
CD:204386,CP:2343129,0.25
CD:74317,CP:2343163,0.25
CD:160559,CP:2343182,0.25
CD:204516,CP:2343349,0.0
CD:204516,CP:2343350,0.0
CD:213274,CP:2343381,0.25
CD:204488,CP:2343382,0.25
CO:253,CP:2343383,0.25
CO:253,CP:2343384,1.0
CD:73486,CP:2343385,0.25
CD:204464,CP:2343389,0.25
CD:204502,CP:2343463,0.0
CD:73486,CP:2343476,0.25
CO:78,CP:2344508,0.75
CD:213762,CP:2344521,0.25
CO:78,CP:2344522,0.75
CO:78,CP:2344523,0.75
CO:78,CP:2344525,0.75
CO:78,CP:2344526,0.75
CO:78,CP:2344527,0.75
CO:78,CP:2344528,0.75
CO:78,CP:2344529,0.75
CO:78,CP:2344530,0.75
CD:160518,CP:2344532,0.25
CD:193726,CP:2344534,0.25
CO:253,CP:2344542,1.0
CD:204466,CP:2344551,0.25
CD:160598,CP:2344571,0.25
CO:4,CP:2344709,1.0
CD:141508,CP:2344725,0.25
CD:204392,CP:2344750,0.25
CD:141401,CP:2344751,0.25
CD:204428,CP:2344752,0.0
CD:177282,CP:2344753,0.25
CD:204466,CP:2344763,0.25
CD:74262,CP:2344778,0.25
CD:141401,CP:2344786,0.25
CD:160598,CP:2344813,0.25
CO:78,CP:2344814,0.75
CD:178989,CP:2344815,0.25
CD:139285,CP:2344820,0.25
CD:139285,CP:2344821,0.0
CD:139285,CP:2344823,0.25
CD:204383,CP:2344834,0.25
CD:204383,CP:2344835,0.25
CD:204566,CP:2344836,0.25
CD:178947,CP:2344896,0.25
CO:78,CP:2344900,0.75
CO:78,CP:2344901,0.75
CO:78,CP:2344905,0.75
CO:78,CP:2344906,0.75
CO:78,CP:2344907,0.75
CO:78,CP:2344909,0.75
CO:253,CP:2344938,1.0
CD:204534,CP:2344997,0.25
CD:204534,CP:2344998,0.25
CD:151208,CP:2345030,0.25
CD:116379,CP:2345041,0.25
CD:204384,CP:2345060,0.25
CD:204571,CP:2345061,0.25
CD:204458,CP:2332986,0.25
CD:204464,CP:2333782,0.0
CD:204528,CP:2333838,0.25
CD:204501,CP:2333892,0.0
CD:204531,CP:2334114,0.25
CD:178889,CP:2334172,0.25
CD:204412,CP:2335124,0.25
CD:74784,CP:2335197,0.0
CD:72442,CP:2335257,0.25
CD:72442,CP:2335258,0.0
CD:72442,CP:2335259,0.25
CD:160610,CP:2335264,0.25
CD:160556,CP:2335319,0.25
CD:160569,CP:2335499,0.25
CD:160569,CP:2335503,0.25
CD:74283,CP:2335523,0.25
CD:204365,CP:2336099,0.25
CD:178925,CP:2336282,0.25
CD:204461,CP:2336314,0.25
CD:204534,CP:2336370,0.25
CD:74283,CP:2336381,0.25
CD:204412,CP:2336404,1.0
CD:160511,CP:2336414,0.25
CD:204464,CP:2336442,0.25
CD:74043,CP:2336481,0.75
CD:215044,CP:2336539,0.25
CD:204383,CP:2336549,1.0
CD:139285,CP:2336649,0.25
CD:204534,CP:2337268,0.25
CD:204528,CP:2337452,0.25
CD:204371,CP:2337503,0.25
CD:204535,CP:2338753,0.25
CD:204484,CP:2339433,0.25
CD:204410,CP:2339490,0.5
CD:204461,CP:2339645,0.25
CD:62881,CP:2339906,0.25
CD:204501,CP:2340715,0.25
CD:204461,CP:2340746,0.25
CD:204411,CP:2340840,0.25
CD:204559,CP:2340881,0.25
CD:204392,CP:2341099,0.25
CD:204466,CP:2341120,0.25
CD:204466,CP:2341444,0.25
CD:204464,CP:2341456,0.0
CD:157130,CP:2341457,0.25
CD:204466,CP:2341461,0.25
CD:204426,CP:2341800,0.25
CD:204540,CP:2341971,0.0
CD:160575,CP:2342034,0.25
CD:204451,CP:2343381,0.25
CD:178925,CP:2344763,0.25
CD:220538,CP:2344836,0.25
CD:178871,CP:2345030,0.25
CD:204473,CP:2332986,0.25
CD:204535,CP:2333782,0.0
CD:160569,CP:2334172,0.25
CD:204407,CP:2335197,0.0
CD:73604,CP:2335264,0.25
CD:74156,CP:2335319,0.25
CD:74283,CP:2335499,0.25
CD:74283,CP:2335503,0.25
CD:74376,CP:2335523,0.25
CD:204528,CP:2336314,0.25
CD:204383,CP:2336370,0.25
CD:160610,CP:2336381,0.25
CD:204535,CP:2336442,0.25
CD:178952,CP:2336481,0.75
CD:204483,CP:2336539,0.25
CD:204528,CP:2336549,1.0
CD:178889,CP:2336964,0.0
CD:141508,CP:2337268,0.25
CD:204407,CP:2338753,0.25
CD:204405,CP:2339490,0.5
CD:204523,CP:2339645,0.25
CD:193726,CP:2340746,0.25
CD:204371,CP:2340840,0.25
CD:204351,CP:2341099,0.25
CD:204534,CP:2341120,0.25
CD:204464,CP:2341444,0.25
CD:204535,CP:2341456,0.0
CD:204466,CP:2341457,0.25
CD:204464,CP:2341461,0.25
CD:204405,CP:2341971,0.0
CD:204509,CP:2342034,0.25
CD:204467,CP:2344763,0.25
CD:204440,CP:2345030,0.25
CD:204507,CP:2332986,0.25
CD:74784,CP:2333782,0.0
CD:74283,CP:2334172,0.25
CD:178887,CP:2335264,0.25
CD:178873,CP:2335319,0.25
CD:74376,CP:2335499,0.25
CD:74376,CP:2335503,0.25
CD:160610,CP:2335523,0.25
CD:141508,CP:2336370,0.25
CD:73604,CP:2336381,0.25
CD:178987,CP:2336442,0.25
CD:204478,CP:2336481,0.75
CD:74283,CP:2336539,0.25
CD:139285,CP:2337268,0.25
CD:108338,CP:2339490,0.5
CD:204516,CP:2339645,0.25
CD:204377,CP:2340746,0.25
CD:204355,CP:2341099,0.25
CD:178987,CP:2341120,0.25
CD:204535,CP:2341444,0.25
CD:204530,CP:2341456,0.0
CD:204464,CP:2341457,0.25
CD:204535,CP:2341461,0.25
CD:74398,CP:2344763,0.25
CD:204468,CP:2333782,0.0
CD:74376,CP:2334172,0.25
CD:74371,CP:2335264,0.25
CD:73604,CP:2335499,0.25
CD:160610,CP:2335503,0.25
CD:73604,CP:2335523,0.25
CD:139285,CP:2336370,0.25
CD:178887,CP:2336381,0.25
CD:74784,CP:2336442,0.25
CD:141555,CP:2336481,0.75
CD:160610,CP:2336539,0.25
CD:74419,CP:2337268,0.25
CD:204421,CP:2339490,0.5
CD:204528,CP:2339645,0.25
CD:204523,CP:2340746,0.25
CD:74784,CP:2341120,0.25
CD:204530,CP:2341444,0.25
CD:160641,CP:2341456,0.0
CD:204535,CP:2341457,0.25
CD:204530,CP:2341461,0.25
CD:139285,CP:2344763,0.25
CD:204407,CP:2333782,0.0
CD:73604,CP:2334172,0.25
CD:204480,CP:2335264,0.25
CD:178887,CP:2335499,0.25
CD:73604,CP:2335503,0.25
CD:178887,CP:2335523,0.25
CD:204561,CP:2336370,0.25
CD:74371,CP:2336381,0.25
CD:73531,CP:2336442,0.25
CD:137070,CP:2336481,0.75
CD:204466,CP:2336539,0.25
CD:204389,CP:2337268,0.25
CD:204536,CP:2340746,0.25
CD:141450,CP:2341120,0.25
CD:160641,CP:2341444,0.25
CD:73943,CP:2341456,0.0
CD:204530,CP:2341457,0.25
CD:73943,CP:2341461,0.25
CD:74848,CP:2344763,0.25
CD:178887,CP:2334172,0.25
CD:178925,CP:2335264,0.25
CD:74371,CP:2335499,0.25
CD:178887,CP:2335503,0.25
CD:74371,CP:2335523,0.25
CD:204480,CP:2336381,0.25
CD:204407,CP:2336442,0.25
CD:204534,CP:2336539,0.25
CD:204499,CP:2337268,0.25
CD:204537,CP:2340746,0.25
CD:73460,CP:2341120,0.25
CD:73943,CP:2341444,0.25
CD:74160,CP:2341456,0.0
CD:160641,CP:2341457,0.25
CD:74160,CP:2341461,0.25
CD:67138,CP:2344763,0.25
CD:74371,CP:2334172,0.25
CD:74161,CP:2335264,0.25
CD:204480,CP:2335499,0.25
CD:204480,CP:2335503,0.25
CD:178925,CP:2335523,0.25
CD:178925,CP:2336381,0.25
CD:74467,CP:2336442,0.25
CD:178901,CP:2336481,0.75
CD:178961,CP:2336539,0.25
CD:204352,CP:2337268,0.25
CD:204516,CP:2340746,0.25
