source,target,etype
CD:204511,CP:2332616,autoria
CD:178981,CP:2332648,autoria
CD:160570,CP:2332650,autoria
CD:204376,CP:2332656,autoria
CO:60,CP:2332663,autoria
CO:60,CP:2332665,autoria
CO:60,CP:2332666,autoria
CD:178948,CP:2332676,autoria
CD:204368,CP:2332679,autoria
CO:78,CP:2332686,autoria
CO:78,CP:2332688,autoria
CD:178972,CP:2332691,autoria
CD:204569,CP:2332692,autoria
CD:141552,CP:2332694,autoria
CD:204504,CP:2332696,autoria
CD:141552,CP:2332705,autoria
CD:204472,CP:2332721,autoria
CD:204516,CP:2332722,autoria
CD:204444,CP:2332724,autoria
CD:204527,CP:2332730,autoria
CD:204415,CP:2332731,autoria
CD:164360,CP:2332734,autoria
CD:204416,CP:2332741,autoria
CD:178987,CP:2332742,autoria
CD:204457,CP:2332743,autoria
CD:160665,CP:2332745,autoria
CD:178931,CP:2332747,autoria
CD:178931,CP:2332748,autoria
CD:74283,CP:2332770,autoria
CD:137070,CP:2332772,autoria
CD:178996,CP:2332773,autoria
CD:178996,CP:2332774,autoria
CO:57,CP:2332775,autoria
CD:204534,CP:2332869,autoria
CD:204534,CP:2332870,autoria
CO:60,CP:2332872,autoria
CD:204536,CP:2332879,autoria
CD:74262,CP:2332891,autoria
CD:219585,CP:2332892,autoria
CO:253,CP:2332903,autoria
CO:253,CP:2332918,autoria
CO:253,CP:2332920,autoria
CD:139285,CP:2332921,autoria
CD:74400,CP:2332941,autoria
CD:154178,CP:2332942,autoria
CD:204391,CP:2332945,autoria
CD:74262,CP:2332946,autoria
CD:204391,CP:2332947,autoria
CD:204391,CP:2332948,autoria
CD:204391,CP:2332949,autoria
CD:204391,CP:2332950,autoria
CD:204391,CP:2332952,autoria
CO:60,CP:2332958,autoria
CO:60,CP:2332960,autoria
CD:204473,CP:2332962,autoria
CD:219568,CP:2328112,autoria
CD:204560,CP:2328531,autoria
CD:74043,CP:2329063,autoria
CD:204371,CP:2329321,autoria
CD:178889,CP:2329799,autoria
CD:204398,CP:2329842,autoria
CD:178844,CP:2330036,autoria
CD:204524,CP:2330413,autoria
CD:204507,CP:2330563,autoria
CD:160569,CP:2330607,autoria
CD:160610,CP:2330986,autoria
CD:204534,CP:2331259,autoria
CD:139285,CP:2331260,autoria
CD:178844,CP:2331413,autoria
CD:74439,CP:2331573,autoria
CD:204472,CP:2331676,autoria
CD:204472,CP:2331677,autoria
CD:204458,CP:2331678,autoria
CD:204458,CP:2331679,autoria
CD:204517,CP:2332037,autoria
CD:72442,CP:2332291,autoria
CD:139285,CP:2332401,autoria
CD:160642,CP:2332423,autoria
CD:178925,CP:2332541,autoria
CD:178987,CP:2332870,autoria
CD:76874,CP:2328112,autoria
CD:160569,CP:2329799,autoria
CD:160517,CP:2330413,autoria
CD:74283,CP:2330607,autoria
CD:178887,CP:2330986,autoria
CD:204535,CP:2331259,autoria
CD:215044,CP:2331573,autoria
CD:204376,CP:2331676,autoria
CD:204376,CP:2331677,autoria
CD:204472,CP:2331678,autoria
CD:204472,CP:2331679,autoria
CD:204559,CP:2332037,autoria
CD:204542,CP:2332401,autoria
CD:73463,CP:2332423,autoria
CD:204430,CP:2332541,autoria
CD:74398,CP:2332870,autoria
CD:72442,CP:2328112,autoria
CD:141555,CP:2329063,autoria
CD:74283,CP:2329799,autoria
CD:204384,CP:2330413,autoria
CD:74376,CP:2330607,autoria
CD:74371,CP:2330986,autoria
CD:178925,CP:2331259,autoria
CD:74283,CP:2331573,autoria
CD:204376,CP:2331678,autoria
CD:204376,CP:2331679,autoria
CD:178889,CP:2332037,autoria
CD:160528,CP:2332401,autoria
CD:218879,CP:2332423,autoria
CD:204381,CP:2332541,autoria
CD:204561,CP:2332870,autoria
CD:204542,CP:2328112,autoria
CD:74376,CP:2329799,autoria
CD:219592,CP:2330413,autoria
CD:160610,CP:2330607,autoria
CD:178925,CP:2330986,autoria
CD:139285,CP:2331259,autoria
CD:160610,CP:2331573,autoria
CD:160518,CP:2332037,autoria
CD:204499,CP:2332401,autoria
CD:204455,CP:2332423,autoria
CD:74848,CP:2332541,autoria
CD:204509,CP:2332870,autoria
CD:160528,CP:2328112,autoria
CD:137070,CP:2329063,autoria
CD:160610,CP:2329799,autoria
CD:204359,CP:2330413,autoria
CD:178887,CP:2330607,autoria
CD:74161,CP:2330986,autoria
CD:157130,CP:2331573,autoria
CD:178952,CP:2332037,autoria
CD:204352,CP:2332401,autoria
CD:74366,CP:2332423,autoria
CD:204419,CP:2332541,autoria
CD:204499,CP:2328112,autoria
CD:204396,CP:2329063,autoria
CD:178887,CP:2329799,autoria
CD:178857,CP:2330413,autoria
CD:204480,CP:2330607,autoria
CD:204467,CP:2330986,autoria
CD:204464,CP:2331573,autoria
CD:160569,CP:2332037,autoria
CD:204561,CP:2332401,autoria
CD:198197,CP:2332423,autoria
CD:204392,CP:2332541,autoria
CD:178863,CP:2329063,autoria
CD:204480,CP:2329799,autoria
CD:74848,CP:2330413,autoria
CD:178925,CP:2330607,autoria
CD:160604,CP:2330986,autoria
CD:178887,CP:2331573,autoria
CD:215044,CP:2332037,autoria
CD:204501,CP:2332401,autoria
CD:204537,CP:2332423,autoria
CD:72442,CP:2332541,autoria
CD:160976,CP:2329063,autoria
CD:74161,CP:2329799,autoria
CD:204513,CP:2330413,autoria
CD:204467,CP:2330607,autoria
CD:141488,CP:2330986,autoria
CD:204480,CP:2331573,autoria
CD:204478,CP:2332037,autoria
CD:220008,CP:2332423,autoria
CD:81297,CP:2332541,autoria
CD:177282,CP:2329063,autoria
CD:204467,CP:2329799,autoria
CD:160598,CP:2330413,autoria
CD:160604,CP:2330607,autoria
CD:139285,CP:2330986,autoria
CD:178925,CP:2331573,autoria
CD:141555,CP:2332037,autoria
CD:81297,CP:2332423,autoria
CD:204351,CP:2332541,autoria
CD:178947,CP:2329063,autoria
CD:160604,CP:2329799,autoria
CD:204412,CP:2330413,autoria
CD:141488,CP:2330607,autoria
CD:74156,CP:2330986,autoria
CD:74161,CP:2331573,autoria
CD:178888,CP:2332037,autoria
CD:178929,CP:2332423,autoria
CD:204450,CP:2332541,autoria
CD:178946,CP:2329063,autoria
CD:141488,CP:2329799,autoria
CD:204439,CP:2330413,autoria
CD:74400,CP:2330607,autoria
CD:178825,CP:2330986,autoria
CD:160604,CP:2331573,autoria
CD:74283,CP:2332037,autoria
CD:204369,CP:2332423,autoria
CD:204481,CP:2332541,autoria
CD:74400,CP:2329799,autoria
CD:204459,CP:2330413,autoria
CD:204492,CP:2330607,autoria
CD:178857,CP:2330986,autoria
CD:141488,CP:2331573,autoria
CD:213762,CP:2332423,autoria
CD:204504,CP:2332541,autoria
CD:204387,CP:2329063,autoria
CD:171617,CP:2329799,autoria
CD:164360,CP:2330413,autoria
CD:171617,CP:2330607,autoria
CD:178970,CP:2330986,autoria
CD:74400,CP:2331573,autoria
CD:74376,CP:2332037,autoria
CD:204400,CP:2332423,autoria
CD:73441,CP:2332541,autoria
CD:74160,CP:2329799,autoria
CD:74057,CP:2330413,autoria
CD:74160,CP:2330607,autoria
CD:191923,CP:2330986,autoria
CD:204492,CP:2331573,autoria
CD:141552,CP:2332037,autoria
CD:204545,CP:2332423,autoria
CD:204380,CP:2332541,autoria
CD:204416,CP:2329063,autoria
CD:160556,CP:2329799,autoria
CD:178836,CP:2330413,autoria
CD:66179,CP:2330607,autoria
CD:204426,CP:2330986,autoria
CD:74160,CP:2331573,autoria
CD:178836,CP:2332423,autoria
CD:213762,CP:2332541,autoria
CD:178990,CP:2329063,autoria
CD:178986,CP:2329799,autoria
CD:178986,CP:2330607,autoria
CD:141335,CP:2330986,autoria
CD:160556,CP:2331573,autoria
CD:178863,CP:2332037,autoria
CD:74057,CP:2332541,autoria
CD:160635,CP:2329063,autoria
CD:204453,CP:2329799,autoria
CD:204428,CP:2330607,autoria
CD:73701,CP:2330986,autoria
CD:178987,CP:2331573,autoria
CD:157130,CP:2332037,autoria
CD:204503,CP:2332541,autoria
CD:73466,CP:2329063,autoria
CD:74398,CP:2329799,autoria
CD:204540,CP:2330607,autoria
CD:178986,CP:2331573,autoria
CD:204525,CP:2329063,autoria
CD:160535,CP:2329799,autoria
CD:160535,CP:2330607,autoria
CD:74398,CP:2331573,autoria
CD:204464,CP:2332037,autoria
CD:178866,CP:2329799,autoria
CD:178866,CP:2330607,autoria
CD:160535,CP:2331573,autoria
CD:178922,CP:2332037,autoria
CD:204530,CP:2329063,autoria
CD:74156,CP:2329799,autoria
CD:74156,CP:2330607,autoria
CD:160542,CP:2331573,autoria
CD:177282,CP:2332037,autoria
CD:152610,CP:2329063,autoria
CD:178825,CP:2329799,autoria
CD:204555,CP:2330607,autoria
CD:74784,CP:2331573,autoria
CD:178947,CP:2332037,autoria
CD:160655,CP:2329063,autoria
CD:204555,CP:2329799,autoria
CD:141470,CP:2330607,autoria
CD:74156,CP:2331573,autoria
CD:204437,CP:2332037,autoria
CD:204390,CP:2329063,autoria
CD:141470,CP:2329799,autoria
CD:141464,CP:2330607,autoria
CD:178825,CP:2331573,autoria
CD:178933,CP:2332037,autoria
CD:160601,CP:2329063,autoria
CD:178857,CP:2329799,autoria
CD:178970,CP:2330607,autoria
CD:209189,CP:2331573,autoria
CD:178921,CP:2332037,autoria
CD:204529,CP:2329063,autoria
CD:178970,CP:2329799,autoria
CD:74848,CP:2330607,autoria
CD:204555,CP:2331573,autoria
CD:204387,CP:2332037,autoria
CD:204524,CP:2329063,autoria
CD:73482,CP:2329799,autoria
CD:107283,CP:2330607,autoria
CD:141464,CP:2331573,autoria
CD:73943,CP:2329063,autoria
CD:178873,CP:2329799,autoria
CD:204393,CP:2330607,autoria
CD:178857,CP:2331573,autoria
CD:204416,CP:2332037,autoria
CD:178844,CP:2329063,autoria
CD:204393,CP:2329799,autoria
CD:160598,CP:2330607,autoria
CD:178970,CP:2331573,autoria
CD:204535,CP:2332037,autoria
CD:204370,CP:2329799,autoria
CD:74075,CP:2330607,autoria
CD:73531,CP:2331573,autoria
CD:160635,CP:2332037,autoria
CD:204395,CP:2329063,autoria
CD:141398,CP:2329799,autoria
CD:204421,CP:2330607,autoria
CD:204393,CP:2331573,autoria
CD:178887,CP:2332037,autoria
CD:204426,CP:2329799,autoria
CD:204459,CP:2330607,autoria
CD:204407,CP:2331573,autoria
CD:74371,CP:2332037,autoria
CD:160538,CP:2329799,autoria
CD:178939,CP:2330607,autoria
CD:204370,CP:2331573,autoria
CD:73466,CP:2332037,autoria
CD:160558,CP:2329063,autoria
CD:141335,CP:2329799,autoria
CD:204370,CP:2330607,autoria
CD:160538,CP:2331573,autoria
CD:214477,CP:2332037,autoria
CD:193726,CP:2329063,autoria
CD:73701,CP:2329799,autoria
CD:141398,CP:2330607,autoria
CD:204561,CP:2331573,autoria
CD:160651,CP:2332037,autoria
CD:204377,CP:2329063,autoria
CD:204503,CP:2329799,autoria
CD:204426,CP:2330607,autoria
CD:73701,CP:2331573,autoria
CD:204480,CP:2332037,autoria
CD:204553,CP:2329063,autoria
CD:204501,CP:2329799,autoria
CD:160538,CP:2330607,autoria
CD:69871,CP:2331573,autoria
CD:160653,CP:2332037,autoria
CD:204570,CP:2329063,autoria
CD:204495,CP:2329799,autoria
CD:73701,CP:2330607,autoria
CD:204509,CP:2331573,autoria
CD:213274,CP:2332037,autoria
CD:160642,CP:2329063,autoria
CD:160508,CP:2329799,autoria
CD:74057,CP:2330607,autoria
CD:133439,CP:2331573,autoria
CD:160655,CP:2332037,autoria
CD:204573,CP:2329063,autoria
CD:204501,CP:2330607,autoria
CD:204503,CP:2331573,autoria
CD:204362,CP:2332037,autoria
CD:204422,CP:2329063,autoria
CD:160508,CP:2330607,autoria
CD:204501,CP:2331573,autoria
CD:73801,CP:2332037,autoria
CD:73692,CP:2329063,autoria
CD:204495,CP:2331573,autoria
CD:178925,CP:2332037,autoria
CD:74399,CP:2329063,autoria
CD:160508,CP:2331573,autoria
CD:74161,CP:2332037,autoria
CD:194260,CP:2329063,autoria
CD:141523,CP:2332037,autoria
CD:204479,CP:2329063,autoria
CD:178951,CP:2332037,autoria
CD:74165,CP:2329063,autoria
CD:204467,CP:2332037,autoria
CD:204415,CP:2329063,autoria
CD:160641,CP:2332037,autoria
CD:204383,CP:2332037,autoria
CD:178997,CP:2329063,autoria
CD:204390,CP:2332037,autoria
CD:178985,CP:2329063,autoria
CD:73486,CP:2332037,autoria
CD:178858,CP:2329063,autoria
CD:73943,CP:2332037,autoria
CD:204522,CP:2329063,autoria
CD:178844,CP:2332037,autoria
CD:160604,CP:2332037,autoria
CD:122158,CP:2332037,autoria
CD:178983,CP:2329063,autoria
CD:204395,CP:2332037,autoria
CD:74400,CP:2332037,autoria
CD:204458,CP:2329063,autoria
CD:128760,CP:2332037,autoria
CD:204418,CP:2329063,autoria
CD:204526,CP:2329063,autoria
CD:160558,CP:2332037,autoria
CD:160517,CP:2332037,autoria
CD:204485,CP:2329063,autoria
CD:141518,CP:2332037,autoria
CD:171617,CP:2332037,autoria
CD:178879,CP:2329063,autoria
CD:74160,CP:2332037,autoria
CD:204553,CP:2332037,autoria
CD:160642,CP:2332037,autoria
CD:204382,CP:2329063,autoria
CD:74319,CP:2332037,autoria
CD:204405,CP:2329063,autoria
CD:160556,CP:2332037,autoria
CD:204547,CP:2329063,autoria
CD:204475,CP:2332037,autoria
CD:98057,CP:2329063,autoria
CD:204441,CP:2332037,autoria
CD:204536,CP:2329063,autoria
CD:73692,CP:2332037,autoria
CD:73463,CP:2332037,autoria
CD:204520,CP:2329063,autoria
CD:178987,CP:2332037,autoria
CD:73586,CP:2329063,autoria
CD:204498,CP:2332037,autoria
CD:204420,CP:2329063,autoria
CD:178986,CP:2332037,autoria
CD:74554,CP:2329063,autoria
CD:204384,CP:2332037,autoria
CD:204472,CP:2329063,autoria
CD:178896,CP:2332037,autoria
CD:205550,CP:2329063,autoria
CD:74165,CP:2332037,autoria
CD:204546,CP:2329063,autoria
CD:218879,CP:2332037,autoria
CD:178910,CP:2329063,autoria
CD:204453,CP:2332037,autoria
CD:204576,CP:2329063,autoria
CD:178997,CP:2332037,autoria
CD:92172,CP:2332037,autoria
CD:141508,CP:2332037,autoria
CD:160531,CP:2329063,autoria
CD:74749,CP:2332037,autoria
CD:74273,CP:2329063,autoria
CD:75431,CP:2332037,autoria
CD:178884,CP:2329063,autoria
CD:178843,CP:2332037,autoria
CD:178981,CP:2329063,autoria
CD:178943,CP:2332037,autoria
CD:204444,CP:2329063,autoria
CD:204506,CP:2332037,autoria
CD:204548,CP:2329063,autoria
CD:160535,CP:2332037,autoria
CD:204442,CP:2329063,autoria
CD:150418,CP:2332037,autoria
CD:204513,CP:2329063,autoria
CD:81055,CP:2332037,autoria
CD:198197,CP:2329063,autoria
CD:204556,CP:2332037,autoria
CD:74270,CP:2329063,autoria
CD:204471,CP:2332037,autoria
CD:204575,CP:2329063,autoria
CD:178866,CP:2332037,autoria
CD:178966,CP:2329063,autoria
CD:74784,CP:2332037,autoria
CD:204484,CP:2329063,autoria
CD:204381,CP:2332037,autoria
CD:204473,CP:2329063,autoria
CD:178954,CP:2332037,autoria
CD:178931,CP:2332037,autoria
CD:204411,CP:2329063,autoria
CD:178879,CP:2332037,autoria
CD:204427,CP:2329063,autoria
CD:204371,CP:2329063,autoria
CD:204405,CP:2332037,autoria
CD:204398,CP:2329063,autoria
CD:139285,CP:2332037,autoria
CD:204477,CP:2329063,autoria
CD:74299,CP:2332037,autoria
CD:74156,CP:2332037,autoria
CD:204368,CP:2329063,autoria
CD:178825,CP:2332037,autoria
CD:171623,CP:2329063,autoria
CD:204375,CP:2332037,autoria
CD:160640,CP:2329063,autoria
CD:98057,CP:2332037,autoria
CD:204537,CP:2329063,autoria
CD:204550,CP:2332037,autoria
CD:198783,CP:2329063,autoria
CD:204497,CP:2332037,autoria
CD:204364,CP:2329063,autoria
CD:73586,CP:2332037,autoria
CD:204372,CP:2332037,autoria
CD:178977,CP:2329063,autoria
CD:74317,CP:2332037,autoria
CD:92346,CP:2329063,autoria
CD:209189,CP:2332037,autoria
CD:141417,CP:2329063,autoria
CD:204555,CP:2332037,autoria
CD:81297,CP:2329063,autoria
CD:74079,CP:2332037,autoria
CD:204412,CP:2329063,autoria
CD:204450,CP:2329063,autoria
CD:204439,CP:2329063,autoria
CD:141464,CP:2332037,autoria
CD:204481,CP:2329063,autoria
CD:178857,CP:2332037,autoria
CD:160758,CP:2329063,autoria
CD:217480,CP:2332037,autoria
CD:204468,CP:2332037,autoria
CD:164359,CP:2329063,autoria
CD:141459,CP:2332037,autoria
CD:178970,CP:2332037,autoria
CD:178908,CP:2329063,autoria
CD:141458,CP:2332037,autoria
CD:204409,CP:2329063,autoria
CD:74366,CP:2332037,autoria
CD:204454,CP:2329063,autoria
CD:160531,CP:2332037,autoria
CD:204367,CP:2329063,autoria
CD:204435,CP:2332037,autoria
CD:178963,CP:2329063,autoria
CD:74273,CP:2332037,autoria
CD:204514,CP:2329063,autoria
CD:74848,CP:2332037,autoria
CD:204378,CP:2329063,autoria
CD:73531,CP:2332037,autoria
CD:204376,CP:2329063,autoria
CD:204436,CP:2332037,autoria
CD:141408,CP:2329063,autoria
CD:178959,CP:2332037,autoria
CD:204462,CP:2329063,autoria
CD:178884,CP:2332037,autoria
CD:73772,CP:2332037,autoria
CD:73441,CP:2329063,autoria
CD:73482,CP:2332037,autoria
CD:141405,CP:2329063,autoria
CD:178909,CP:2332037,autoria
CD:204369,CP:2329063,autoria
CD:164360,CP:2329063,autoria
CD:74262,CP:2329063,autoria
CD:204548,CP:2332037,autoria
CD:204460,CP:2329063,autoria
CD:204456,CP:2332037,autoria
CD:178993,CP:2329063,autoria
CD:204408,CP:2332037,autoria
CD:178962,CP:2329063,autoria
CD:73460,CP:2332037,autoria
CD:204507,CP:2329063,autoria
CD:204513,CP:2332037,autoria
CD:74419,CP:2332037,autoria
CD:178829,CP:2329063,autoria
CD:107283,CP:2332037,autoria
CD:204572,CP:2329063,autoria
CD:178996,CP:2332037,autoria
CD:204502,CP:2329063,autoria
CD:160673,CP:2332037,autoria
CD:74052,CP:2329063,autoria
CD:74270,CP:2332037,autoria
CD:204388,CP:2329063,autoria
CD:204575,CP:2332037,autoria
CD:204374,CP:2329063,autoria
CD:204394,CP:2332037,autoria
CD:160665,CP:2329063,autoria
CD:178966,CP:2332037,autoria
CD:74459,CP:2329063,autoria
CD:204484,CP:2332037,autoria
CD:160600,CP:2329063,autoria
CD:204393,CP:2332037,autoria
CD:204414,CP:2329063,autoria
CD:204494,CP:2332037,autoria
CD:73696,CP:2329063,autoria
CD:191923,CP:2332037,autoria
CD:204423,CP:2329063,autoria
CD:141434,CP:2332037,autoria
CD:204427,CP:2332037,autoria
CD:178937,CP:2329063,autoria
CD:204407,CP:2332037,autoria
CD:204353,CP:2329063,autoria
CD:204398,CP:2332037,autoria
CD:204545,CP:2329063,autoria
CD:72442,CP:2332037,autoria
CD:178836,CP:2329063,autoria
CD:66828,CP:2332037,autoria
CD:204549,CP:2329063,autoria
CD:160587,CP:2332037,autoria
CD:74646,CP:2329063,autoria
CD:171623,CP:2332037,autoria
CD:204521,CP:2329063,autoria
CD:141427,CP:2332037,autoria
CD:68720,CP:2332037,autoria
CD:178953,CP:2332037,autoria
CD:160575,CP:2332037,autoria
CD:204537,CP:2332037,autoria
CD:132504,CP:2332037,autoria
CD:204389,CP:2332037,autoria
CD:204364,CP:2332037,autoria
CD:141421,CP:2332037,autoria
CD:204500,CP:2332037,autoria
CD:204541,CP:2332037,autoria
CD:204421,CP:2332037,autoria
CD:178994,CP:2332037,autoria
CD:204434,CP:2332037,autoria
CD:204412,CP:2332037,autoria
CD:178929,CP:2332037,autoria
CD:204542,CP:2332037,autoria
CD:204511,CP:2332037,autoria
CD:62881,CP:2332037,autoria
CD:160528,CP:2332037,autoria
CD:204459,CP:2332037,autoria
CD:204454,CP:2332037,autoria
CD:74060,CP:2332037,autoria
CD:74467,CP:2332037,autoria
CD:141411,CP:2332037,autoria
CD:204514,CP:2332037,autoria
CD:141408,CP:2332037,autoria
CD:178928,CP:2332037,autoria
CD:204490,CP:2332037,autoria
CD:205476,CP:2332037,autoria
CD:141405,CP:2332037,autoria
CD:204488,CP:2332037,autoria
CD:204370,CP:2332037,autoria
CD:164360,CP:2332037,autoria
CD:141398,CP:2332037,autoria
CD:204426,CP:2332037,autoria
CD:204361,CP:2332037,autoria
CD:213762,CP:2332037,autoria
CD:178924,CP:2332037,autoria
CD:204572,CP:2332037,autoria
CD:204352,CP:2332037,autoria
CD:93083,CP:2332037,autoria
CD:74052,CP:2332037,autoria
CD:204561,CP:2332037,autoria
CD:204374,CP:2332037,autoria
CD:141335,CP:2332037,autoria
CD:73701,CP:2332037,autoria
CD:178975,CP:2332037,autoria
CD:69871,CP:2332037,autoria
CD:160512,CP:2332037,autoria
CD:74459,CP:2332037,autoria
CD:74090,CP:2332037,autoria
CD:204414,CP:2332037,autoria
CD:141391,CP:2332037,autoria
CD:160553,CP:2332037,autoria
CD:133439,CP:2332037,autoria
CD:204353,CP:2332037,autoria
CD:74057,CP:2332037,autoria
CD:204501,CP:2332037,autoria
CD:204413,CP:2332037,autoria
CD:178836,CP:2332037,autoria
CD:204549,CP:2332037,autoria
CD:204495,CP:2332037,autoria
CD:178835,CP:2332037,autoria
CD:160508,CP:2332037,autoria
CD:141372,CP:2332037,autoria
CD:204379,CP:2332037,autoria
CD:204521,CP:2332037,autoria
CD:204554,CP:2332037,autoria
CD:204503,CP:2332970,autoria
CD:204570,CP:2332986,autoria
CD:204391,CP:2333017,autoria
CD:204391,CP:2333018,autoria
CD:164360,CP:2333021,autoria
CD:141411,CP:2333057,autoria
CD:204444,CP:2333068,autoria
CD:74165,CP:2333078,autoria
CD:204528,CP:2333090,autoria
CD:204572,CP:2333097,autoria
CD:205476,CP:2333133,autoria
CD:204482,CP:2333135,autoria
CD:204559,CP:2333142,autoria
CD:204388,CP:2333153,autoria
CD:204513,CP:2333160,autoria
CD:204356,CP:2333255,autoria
CD:204356,CP:2333260,autoria
CD:178876,CP:2333308,autoria
CO:5438,CP:2333328,autoria
CD:160600,CP:2333333,autoria
CD:160604,CP:2333334,autoria
CD:62881,CP:2333336,autoria
CD:178925,CP:2333344,autoria
CD:204527,CP:2333351,autoria
CD:204527,CP:2333352,autoria
CD:139285,CP:2333355,autoria
CD:204355,CP:2333358,autoria
CD:92346,CP:2333362,autoria
CD:204573,CP:2333364,autoria
CD:139285,CP:2333403,autoria
CD:74356,CP:2333459,autoria
CD:204566,CP:2333470,autoria
CD:204524,CP:2333522,autoria
CD:164360,CP:2333527,autoria
CD:141518,CP:2333529,autoria
CD:214865,CP:2333543,autoria
CD:214865,CP:2333544,autoria
CD:214865,CP:2333545,autoria
CD:214865,CP:2333546,autoria
CD:214865,CP:2333547,autoria
CD:178972,CP:2333552,autoria
CD:160632,CP:2333554,autoria
CD:220008,CP:2333600,autoria
CD:62881,CP:2333605,autoria
CD:141508,CP:2333607,autoria
CD:141508,CP:2333617,autoria
CD:178946,CP:2333620,autoria
CD:73441,CP:2333624,autoria
CD:160538,CP:2333636,autoria
CD:204369,CP:2333638,autoria
CD:178887,CP:2333667,autoria
CD:178887,CP:2333668,autoria
CD:214865,CP:2333691,autoria
CD:214865,CP:2333693,autoria
CD:214865,CP:2333694,autoria
CD:73486,CP:2333703,autoria
CD:204366,CP:2333749,autoria
CD:204499,CP:2333758,autoria
CO:78,CP:2333760,autoria
CD:74655,CP:2333772,autoria
CD:204530,CP:2333773,autoria
CO:78,CP:2333774,autoria
CO:78,CP:2333775,autoria
CO:78,CP:2333777,autoria
CO:78,CP:2333778,autoria
CO:78,CP:2333780,autoria
CD:74655,CP:2333781,autoria
CD:215044,CP:2333782,autoria
CO:78,CP:2333783,autoria
CD:204384,CP:2333785,autoria
CD:204384,CP:2333787,autoria
CD:204384,CP:2333795,autoria
CD:204513,CP:2333797,autoria
CD:204513,CP:2333798,autoria
CO:253,CP:2333803,autoria
CD:204529,CP:2333808,autoria
CD:204415,CP:2333809,autoria
CD:204426,CP:2333812,autoria
CD:204384,CP:2333813,autoria
CD:204572,CP:2333814,autoria
CD:204369,CP:2333833,autoria
CD:204421,CP:2333836,autoria
CD:204365,CP:2333838,autoria
CD:204415,CP:2333842,autoria
CD:204471,CP:2333844,autoria
CD:204572,CP:2333859,autoria
CD:204415,CP:2333864,autoria
CD:178939,CP:2333870,autoria
CD:204377,CP:2333872,autoria
CD:204566,CP:2333874,autoria
CD:204566,CP:2333879,autoria
CD:178986,CP:2333880,autoria
CD:204544,CP:2333885,autoria
CD:74161,CP:2333892,autoria
CD:219585,CP:2333897,autoria
CD:178981,CP:2333898,autoria
CD:204514,CP:2333909,autoria
CD:204440,CP:2333914,autoria
CD:74366,CP:2333922,autoria
CD:204381,CP:2333928,autoria
CD:204573,CP:2333929,autoria
CD:74161,CP:2333930,autoria
CD:204384,CP:2333946,autoria
CD:204384,CP:2333947,autoria
CD:204384,CP:2333948,autoria
CD:214865,CP:2333956,autoria
CD:204471,CP:2333958,autoria
CD:72442,CP:2333966,autoria
CD:73466,CP:2333968,autoria
CD:154919,CP:2333969,autoria
CD:204442,CP:2333977,autoria
CD:141470,CP:2333978,autoria
CD:220008,CP:2333984,autoria
CD:160673,CP:2333985,autoria
CD:204457,CP:2333987,autoria
CD:141470,CP:2333988,autoria
CD:204415,CP:2333989,autoria
CD:122466,CP:2334000,autoria
CD:122466,CP:2334001,autoria
CD:122466,CP:2334003,autoria
CD:141450,CP:2334004,autoria
CD:204391,CP:2334005,autoria
CD:204391,CP:2334006,autoria
CD:204391,CP:2334007,autoria
CD:204391,CP:2334008,autoria
CD:141458,CP:2334032,autoria
CD:204494,CP:2334034,autoria
CD:204572,CP:2334038,autoria
CD:178925,CP:2334039,autoria
CD:178925,CP:2334040,autoria
CD:204572,CP:2334041,autoria
CO:253,CP:2334043,autoria
CD:204415,CP:2334066,autoria
CD:204477,CP:2334080,autoria
CD:73466,CP:2334085,autoria
CD:204521,CP:2334086,autoria
CD:204521,CP:2334087,autoria
CD:204572,CP:2334088,autoria
CD:204404,CP:2334089,autoria
CD:204511,CP:2334093,autoria
CD:204511,CP:2334094,autoria
CD:204387,CP:2334099,autoria
CD:116379,CP:2334102,autoria
CD:73466,CP:2334106,autoria
CD:160559,CP:2334108,autoria
CD:204465,CP:2334109,autoria
CD:204465,CP:2334110,autoria
CD:204465,CP:2334111,autoria
CD:177282,CP:2334114,autoria
CD:214865,CP:2334117,autoria
CD:204381,CP:2334125,autoria
CD:191923,CP:2334148,autoria
CO:60,CP:2334160,autoria
CO:60,CP:2334161,autoria
CO:60,CP:2334162,autoria
CO:78,CP:2334164,autoria
CD:160592,CP:2334172,autoria
CO:253,CP:2334203,autoria
CD:204572,CP:2334216,autoria
CD:197438,CP:2334217,autoria
CD:197438,CP:2334218,autoria
CD:219599,CP:2334221,autoria
CD:219599,CP:2334222,autoria
CD:204384,CP:2334223,autoria
CD:204384,CP:2334224,autoria
CD:204528,CP:2334227,autoria
CD:141411,CP:2334233,autoria
CD:160510,CP:2334237,autoria
CD:72442,CP:2334253,autoria
CD:204411,CP:2334261,autoria
CD:204441,CP:2334264,autoria
CD:160666,CP:2334265,autoria
CD:214865,CP:2334270,autoria
CO:80,CP:2334279,autoria
CD:204383,CP:2334281,autoria
CD:204391,CP:2334282,autoria
CD:204391,CP:2334284,autoria
CD:204391,CP:2334285,autoria
CD:204391,CP:2334286,autoria
CD:204572,CP:2334290,autoria
CD:204391,CP:2334294,autoria
CD:219599,CP:2334322,autoria
CO:253,CP:2334346,autoria
CD:219599,CP:2334357,autoria
CD:116379,CP:2334361,autoria
CO:253,CP:2334372,autoria
